EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Mavi Orman
","Mavi Orman - Blue Forest atölyesi şimdi ArtimProjects de... ""Bu atölyede Mavi Orman - Blue Forest adlı eseri tuvale aktaracaksınız. Daha önce hiç resim yapmamış hatta fırça bile tutmamış olabilirsiniz. Bu ilk deneyimin keyfini ArtimProject ile çıkarın.Ayrıca atölyede ki etkinlik süresi boyunca deneyebileceğiniz farklı tatlar sizleri bekliyor olacak.""- Etkinlik 3 saat sürecektir. - 35x50 cm boyutunda tuvallere workshop katılımcılarının seçtiği art nouveau görselleri aktarılacaktır.- Atölye sonunda yaptığınız çalışmaları ister sevdiklerinize hediye edebilir, isterseniz kendiniz duvarınıza asabilirsiniz. - Kullanacağınız tüm malzemeler Artimprojects tarafından temin edilecektir."," 12 Mayıs 2018, Cumartesi - 12:00",,Hobbies," Artimprojects, İzmir"
"
Frida
","Frida’nın hayatı ve eserleri hakkında bilgi edinebileceğiniz bir workshop sizleri bekliyor.""Frida’nın hayatı ve eserleri hakkında bilgi edinip, portresini tuval üzerine uygulayacağız.""*Resim yapmayla iç içe birkaç saat geçirip aynı zamanda sosyalleşebileceğiniz tek günlük bir etkinliktir.*Daha önce hiç resim yapmamış hatta fırça bile tutmamış olabilirsiniz. Gelin bu ilk deneyimin keyfini hep birlikte çıkaralım.*3 saat sonunda kendi yaptığınız tabloları isterseniz duvarınıza asabilir isterseniz sevdiklerinize hediye edebilirsiniz. *Kullanacağınız tüm malzemeler Artimprojects tarafından temin edilecektir."," 12 Mayıs 2018, Cumartesi - 12:00",,Hobbies," Artimprojects, İzmir"
"
Mom Kids Festival - 2.Gün
","11 – 12 – 13 Mayıs tarihlerinde plan program yapmayın; Ankara’da ilk kez düzenlenen Mom Kids Festival’i siz de ziyaret edin.3 gün boyunca eğlenceye hazır mısınız?Hayatımızdaki en değerli varlığımız çocuklar, çocuklarımız… Hangi kültür, hangi yaşta olursak olalım ebeveyn olunca hayatımızın merkezi çocuklarımıza ait oluyor. Çocuklarımıza en iyisini, en güzelini sunmak için elimizden geleni yapıyoruz. Doğal gıdalar, rahat pusetler, güzel kıyafetler, fonksiyonel odalar, eğitici kitaplar, eğlenceli oyuncaklar derken çocuklarımız için en doğru alışverişi gerçekleştirmek isteriz.Bizler LEGOMEDYA ailesi olarak sektörün önde gelen markalarını bir araya getirip “hamile & bebek & anne & çocuk & aile” sektörlerinin markalarını birbirinden güzel etkinlikler ile birleştirip sizlere sunmayı istedik. Ankara’nın öncüsü Güven Sağlık Grubu’nun ev sahipliğinde, bebeğiniz için her şeyi bulabileceğiniz Baby Mall’un katkıları ile anne & bebek & çocuk sağlığını da konusunda uzman doktorlara emanet ettik. Hamile anne adaylarından, çocuklu ailelere, ailecek alışveriş yapılabilinen, merak ettiğiniz & denemek isteyeceğiniz ürünleri yakından görü etkinliklerle eğlenceli vakit geçirebileceğiniz, sağlıkla ilgili bir çok konuyu uzman görüşler ile öğrenirken atölye çalışmalarına katılabileceğiniz, hamile yogası yaparken birbirinden keyifli müzikler dinleyebileceğiniz, tasarım ürünleri stantlarında size özel ürünlere sahip olabilir çocuk tiyatrosu ile miniğiniz ile birlikte keyifli saatler yaşayabileceksiniz…Bilete dahil hizmetler;- Güven Hastanesi uzman doktorlarının söyleşileri- Konusunda uzmanların söyleşileri- Minder sohbetleri- Workshopla- Çocuk diş tarama ünitesi- Babaların etkinlik alanları- Blogger sohbetleri- Çocuk etkinlik alanları- Anne & çocuk etkinlik alanları- Sektörel stand etkinlikleri- Bubble Show- Atölyele- Mini Sahne Etkinlikleri- İkramla- Müzik- Konserle- Hamile Yogası- Çocuk tiyatrosu- Animasyon gösterileri- Kitap imza günleri- Dans gösterileri- Yarışmalar "," 12 Mayıs 2018, Cumartesi - 12:00",,Hobbies," Güven Yaşam , Ankara"
"
Offtown Festival 2018
","Gerçek hayattan kopmaya, yeni bir dünyayı girmeye hazır mısın? Geleneksel bahar şenliği konseptine meydan okuyan ""Offtown Festival"", Sabancı Üniversitesi kampüsünde 12 Mayıs tarihinde gerçekleşecek.""Offtown Festival"", dört farklı ""town""dan oluşacak ve katılımcılarına keşfedecek birçok aktivite ve alan sunacak. Peki nediu ""town""lar? Kendine özel aktiviteleriyle bambaşka atmosfere sahip olan alanlaunlar... özgürce dans edebileceğiniz ve  içinde sınırsız dans olan ""Town of Dance"",meydan okumayı sevenler için ""Town of Sports"", gün boyu müzik dinlemek ve keyif yapmak isteyenler için ""Town of Music"", sosyal ve kültürel etkinlikleriyle ""Towns of ArtsandHobbies"", Sadece bu kadar da değil.Farklı tatlarla buluşacağınız ""Food Court"" ve festivalin kilit noktası – özel sanatçıların yer aldığı ve farklı müzik türleriyle buluşabileceğiniz  ""GardenStage"" ve ""The Great Hall"" da festivalde.Sabancı Üniversitesi'nin kocaman kampüsüne yayılmış bu festivalde yapacak bir şeyleulamamak neredeyse imkansız olacak. Amatör grupların müzik performanslarından dansçıların gösterilerine, spor turnuvalarından interaktif oyunlara, her şeyi görmek ve denemek için vakit yeterli olmayabiliile!"," 12 Mayıs 2018, Cumartesi - 12:00",,Music," Sabancı Üniversitesi, İstanbul"
"
Kukla Gösterisi
","""Keloğlan Ormanda"" adlı kukla gösterisi, Koza Tiyatrosu'nda çocuklarla buluşuyor.Yazan: Kadir Gültekin   Yöneten:Nurşen YerlikayaTek perde45 dakikaKeloğlan, çalışmak için şehre gitmeye karar verir. Şehre giderken bir ormandan geçer. Bu ormanda yaşayan bir cadı vardır. Bu cadı prensesi bir ağaç haline ve prensesin yardımcısı olan devi de bir kuyuya hapsetmiştir."," 12 Mayıs 2018, Cumartesi - 12:00",,Arts," Koza Tiyatrosu, İstanbul"
"
Berloni Athena Kirala & Pişir Mutfak
","""Berloni Athena Kirala & Pişir Mutfak"" Intema Yaşam'da sizlerle bekliyor...""Kanyon’da sıcacık bir ambiyansa sahip ikinci bir mutfağınız olduğundan haberiniz var mı? Sevdiklerinizi alı Kanyon’daki İntema Yaşam Mağazası’na gelin ve unutulmayacak bir yemek deneyimi yaşayın. Kanyon İntema Yaşam Mağazası’nda evinizin sıcaklığını ve konforunu aratmayacak Berloni mutfağında yemeğinizin malzemelerini kendiniz temin ederek, yemeğinizi misafirleriniz ile keyifli atmosferimiz eşliğinde hazırlayabilirsiniz. Berloni’nin Athena serisi mutfaklarını, sevdiklerinizle birlikte eşsiz bir yemek deneyimi yaşayabilirsiniz.Sizi ikinci evinize bekleriz."""," 12 Mayıs 2018, Cumartesi - 13:00",,Hobbies," İntema Yaşam Akademi, İstanbul"
"
Kahve Dünyası Atölye-Çikolata Kursu
","Gerçek bir çikolatasever, çikolata yapmayı da sever.Kahve Dünyası’nın lezzet ustalığı konusunda kendini kanıtlamış nefis çikolatalarının siz de nasıl yapıldığını merak ediyor ve öğrenmek istiyorsanız bu atölye tam size göre! Atölye’de çikolata ile kahvenin muhteş birlikteliği kahveli spesiyal çikolata, sadeliğiyle asaletini kanıtlayan lezzet klasiği trüf, birbirinden lezzetli içeriklerle hazırlanan tablet çikolata, içi sürprizlerle dolu çikocaracrunch ve içmeye doyamayacağınız sıcak çikolata yapmanın keyfini yaşayacaksınız. Üstelik kendi özel yorumunuzla zenginleştirdiğiniz birbirinden lezzetli el yapımı çikolatalarınızı, özel kutularıyla sevdiklerinize de hediye edebileceksiniz.Keyifli vakit geçirmeniz ve afiyetle tüketmeniz dileğiyle…."," 12 Mayıs 2018, Cumartesi - 13:00",,Hobbies," Kozzy AVM Kahve Dünyası , İstanbul"
"
Geometrik Sanat(6 - 12 YAŞ)
","Geometrik Sanat, Akbank Sanat'ta sizlerle...""Bir noktaya ile başlıyoruz. Noktalar çizgiye, çizgiler geometrik şekillere, şekiller de dağa, güneşe, rokete dönüşüyor. Çocuklarımız resim yapmanın eğlenceli bir yolu ile tanışıyorlar. Matematikten sanata giden bu eğlenceli yolda çocuklarımız, ortaya çıkardıkları eserlerden büyük keyif alıyorlar. Resimlerinde geometriyi sıklıkla kullanan Paul Klee, Piet Mondrian, Wassily Kandinsky gibi dünyaca ünlü ressamları da tanımış oluyorlar."""," 12 Mayıs 2018, Cumartesi - 13:00",,Hobbies," Akbank Sanat, İstanbul"
"
2den2ye
","Canlı performansların gerçekleşeceği festival, 2'den 2'ye, 12 Mayıs'ta İzmir Fuar İçi Kübana Gazinosu'nda!Sahne Programı:- Bedük- Kollektif İstanbul- IslandMan- YÖKS- Nova Norda- Yok Ye- Eren Dutlu (Dj Set- Analog Disco & Gez (Dj Set"," 12 Mayıs 2018, Cumartesi - 13:00",,Home & Lifestyle," Kübana Gazinosu, İzmir"
"
Cheesecake
","Dünyanın en meşhur tatlılarından cheesecake’i Eataly Mutfak Atölyesi’nde keşfetmeye ne dersiniz?""Eataly’de her gün günlük ürettiğimiz enfes taze ricotta peynirimiz ile yaratacağınız lezzetlere hem siz hem de sevdikleriniz hayran kalacak.Klasik New York cheesecake’den limonlu beyaz çikolatalı cheesecake’e ve uyumlu özel soslarının tariflerine uzanan, size mutluluk verecek bu workshop’u sakın kaçırmayın.""Vanilla lime cheesecakeFırınlanmayan çikolatalı cheesecake13:00 – 16:00"," 12 Mayıs 2018, Cumartesi - 13:00",,Family & Education," Eataly Mutfak Atölyesi, İstanbul"
"
Türkiye Sirki - Hayvansız Eğlendiren Sirk
","Türkiye'nin ilk uluslararası hayvansız sirki, ""Türkiye Sirki"", sizlerle buluşmaya devam ediyor.Çocuklarıyla birlikte eğlenceli, keyifli bir hafta sonunda neşeli dakikalar geçirerek Türkiye Sirki'nin görkemli çadırından yükselen kahkahalara ortak olmak isteyenler işte bu gösteri tam size göre...Eğlenceli, bir o kadar da keyifli olan gösterilerde, palyaçoların, sihirbazların, akrobatların ip cambazlarının birbirinden güzel hünerlerini izlemeye ne dersiniz? Bu sezon gösterilerini yeniliklerle ve sürprizlerle dolu olarak hazırlayan Türkiye Sirki, ekibinin çocukluk hayalleri gerçeğe dönüştürüyor. ""Her şey çocukları sevmekle başlar"" diyerek, dünyanın en kıymetli varlıklarına, ""hayvansız sirk""gösterilerinin yapıldığı 3.000 kişi kapasiteli, ısıtmalı çadırda ses ve ışık görselleri ile hizmet veriyor.""Son zamanlarda sirk gösterisi adı altında kültür merkezi, spor salonu ve düğün salonu gibi yerlerde yapılan bazı gösterilerden rahatsız olduğunuzu biliyoruz.Biz Türkiye Sirki ekibi olarak bu tür gösterilere itibar etmemenizi önemle rica ediyoruz.Türkiye Sirki gösteri kalitesi ve deneyimleri ile sizlere ailece eğlencenin kapısını aralıyoruz. Bu gösteri tam size göre."" - Türkiye Sirki EkibiÇadır Keyfi ŞehrinizdeÇocuklarınız ile eğlenceli zaman geçirebileceğiniz, uluslararası ödüllü sanatçıların yer aldığı bu muhteş gösterinin sahnesinde sanat kokuyor. Kurulduğu her şehrin ışıklarına eşsiz ambiyansı ise renk katıyor. Gösteri boyunca birbirinden ilginç şovlara tanıklık edeceğiniz çadır içerisinde içeceğiniz keyif kahvesinin tadına ise paha biçilemiyor. Bu Çadıra Sihirli Bir Dünya VaSihirbazın akıl almaz sihirli dünyasında seyircisi ile hayat bulan şovlarda ateşler içerisinde tutsak güzel prensesi uyandıran sihirbaz, gösteri sonunda prenses ile prensi şatolarına uğurluyor. Bir masalı daha mutlu bitiren sihirbaz hak ettiği alkışları alıyor. Dansçıların kurdeleleri ile çizdiği gökkuşağı renkleri sahneyi süslerken, sahneye inen yıldızları görebilirsiniz.Gösteri mola sırasında bu yıldızlarla hatıra fotoğrafı çektirebilir, palyaço mimi ile tanışma fırsatını yakalayabilir, pamuk helva ve patlamış mısırınızı paylaşabilirsiniz.Çadır Büfe'de, tost çeşitleri ve meyve suları ile eğlencenin tadına varın.Fotoğrafları Paylaşanlara Özel SürprizTürkiye Sirki'nin Facebook sayfasında fotoğraf paylaşan küçük misafirleri için bir de sürprizleri var. Paylaştıkları fotoğrafın aldığı beğeniye göre diledikleri gösteriyi özel locadan patlamış mısır keyfi ile misafir olarak tekrar izleme fırsatı kazanıyor."," 12 Mayıs 2018, Cumartesi - 13:00",,Arts," Türkiye Sirki Sirk Çadırı – Ankara , Ankara"
"
9-12 Yaş Tasarım Atölyesi - Deniz Kabuğundan Tasarımlar
","""9-12 Yaş Tasarım Atölyesi"",Rahmi M. Koç Müzesi'nde sizlerle...""Denizdeki güzellik tasarımlarımıza yansıyor.Deniz kabuklarımıza desen ve renk katı hem kendimize hem de sevdiklerimize sürpriz hediyeler yapacağız.Fenerbahçe vapurumuzdaki bu eğlenceli etkinliğe küçük tasarımcılarımızı bekleriz.""Sanatçı: Rahmi M. Koç Müzesi Eğitim BölümüYe: Fenerbahçe Vapuru"," 12 Mayıs 2018, Cumartesi - 13:00",,Hobbies," Rahmi M. Koç Müzesi, İstanbul"
"
Saklambaç
","Bülent Arslan'ın yazı yönettiği Saklambaç tiyatro oyunu, izleyicisiyle buluşmaya devam ediyor."," 12 Mayıs 2018, Cumartesi - 13:00",,Arts," CKM B Salonu, İstanbul"
"
Anne Çocuk Etkinliği
","""Hayattaki en değerli varlığımız olan annelerimize kendi ellerimizle hazırladığımız nefis cupcakeler, cheesecakeler  yapmaya ne dersiniz?""Limon Dolgulu CupcakeÇikolatalı ganaj ileKakaolu CupcakeKrem peynirli frosting ileHindistan Cevzizli CupcakeAnanas frosting ile*İçecek ikram "," 12 Mayıs 2018, Cumartesi - 13:00",,Hobbies," Soffa Mutfak Atölyesi, İstanbul"
"
Kuşbaz Müzikali
","1001 Sanat'ta sahnelenecek Kuşbaz oyunu sizlerle buluşmaya hazırlanıyor.""Hiç uçmak istediniz mi?Herkesin hayalidir uçmak. Gökyüzünde kanatlar ile yada kanatsız süzülmek.Peki siz uçabiliyor musunuz? Kuş musunuz? yoksa insan mı? Uçmak için kanat gerekli mi? Yada Kuş olmak?Bunların hepsini gelin eğlenerek, gülerek, bazen hüzünlenerek berabeulalım.Özgürlüğün gökyüzünde değil, insanın içinde olduğunu öğrenelim.Nerede mi? Tabi ki de Kuş cennetinde. Her türden kuşların var olduğu bir serüvende bir yolculuğa çıkalım.Bir Krallık düşünün, içinde Baykuşların, Papağanların ve kendini Baykuş sanan bıldırcınların olduğu.  Eğlencenin, Aksiyonun ve olmazsa olmaz sakarlıkların bol olduğu bir Krallık. Eğlenceli dünyaları artık eskisi kadar eğlenceli olmayacaktır artık.Neden mi?Kuşbaz: Eski zamanlarda kuş avcılarına verilen isim. Kuşbazlar yakaladıkları kuşları pazarlarda satarak geçimini sağlarlar.Bir meslek düşünün, görevi kuş avlamak olan bir meslek. İşte Krallığımıza gelen insanın mesleği de bu. Bakalım Kuşlarımız, bu durumla nasıl başa çıkacak. Neler yaşanacak. Merak ediyor musunuz? Gelin bunun cevabını hep berabeulalım. Ve eğlenceye hazır olun.""Not: Özgürlüğün yaşayan herkese armağan olduğu şu yaşamda. Kimsenin özgürlüğünü alamazsın elinden, bu hayvan dahi olsa bile.Oyuncula: Esra Tuncer, Selin Selçuk, Görkem Saygı, Rasim İşeri, Yusuf Yücetaş Müzik: Atölye Tayfası-Alim DedeiDeko: Ali Nadir Birim-Coşkun GültekinKostüm: Beyza BirgenAfiş Tasarım: Serkan ŞakiYazan-Yöneten: Eyü TürkanSanat Yönetmeni: Kerem Yılmaz Tür:Çocuk OyunuSüre:45 dk "," 12 Mayıs 2018, Cumartesi - 13:00",,Music," 1001 Sanat, İstanbul"
"
Çocuk Atölyesi - Teraryum
","DoryanArt workshop etkinliklerinde keyifli bir müzik ve kahve eşliğinde hem üretecek hem eğleneceksiniz.""Teraryum bir cam kap içinde yaşayan bitkilerin yer aldığı minyatüiahçedir. Bir teraryum aynı zamanda, bir ormanın, bir çölün, bir tropik ormanın minik kopyasıdır. Kısacası teraryumlair cam kap içinde yapılan, içinde değişik bitkilerin ve dekoratif objelerin konabileceği, ufak ekosistemlerdir. Kendi ufak bahçenizi yaratmak isteyorsanız, DoryanArt atölyesi sizleri bekliyor. Tüm malzemeleizlere ait olup, deneyimli eğitmenlerimiz gerekli yönlendirmeleri yapıyor olacaklar."""," 12 Mayıs 2018, Cumartesi - 13:00",,Hobbies," Doryan Art Atölye, İzmir"
"
Çocuk Atölyesi - Ahşap Oyuncak
","""DoryanArt workshop etkinliklerimizde keyifli bir müzik ve kahve eşliğinde hem üretiyor hem eğleniyoruz."," 12 Mayıs 2018, Cumartesi - 13:00",,Hobbies," Doryan Art Atölye, İzmir"
"
Hayvanlar ve Çocuklar
","Fenerbahçe Düşyeri Sahne mekanında gerçekleşecek Aile Tiyatrosu etkinliği olan Hayvanlar ve Çocuklar etkinliğini kaçırmayın, Hayvanlar ve Çocuklar biletini tükenmeden satın alın."," 12 Mayıs 2018, Cumartesi - 13:00",,Arts," Fenerbahçe Düşyeri Sahne, İstanbul"
"
Masterpiece Ankara Resim - Ayışığında
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde, sonunda kendinizi bile şaşırtacak yağlıboya tablolar yapabilirsiniz. Daha önce resim yapmış olmanıza gerek yok, hatta yapmamışsanız çok daha keyifli olabilir. Masterpiece biesim kursu değil, resim ile dolu geçireceğiniz bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile seçmiş olduğunuz eseri tamamlayacak ve etkinlik sonunda evinize, ofisinize götürü asabileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir yağlıboya tablonuz olacak.Ankara Tunalı Hilmi’deyiz. Etkinliğe ilişkin gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, tablolar yapacağız ve çok eğleneceğiz."""," 12 Mayıs 2018, Cumartesi - 13:30",,Family & Education," Masterpiece Ankara, Ankara"
"
Masterpiece Kocaeli Resim - Ayışığında
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Masterpiece İzmit'in, Burda 41 AVM'deki keyifli ortamında güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak eserler üreteceksiniz. Yeteneğe ya da daha önceden bir deneyim sahibi olmanıza gerek yok, hatta böylesi çok daha keyifli. Masterpiece bir kurs değil, sanat, müzik ve hoş muhabbetle dopdolu geçen bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir sanat eseriniz olacak. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek ve Masterpiece'in ayrıcalıklı ortamının keyfini çıkarmak."""," 12 Mayıs 2018, Cumartesi - 13:30",,Family & Education," Masterpiece Kocaeli, Kocaeli"
